name_en, category, name_jp, name_jp_phonetic, dex_num, photo_link, type_1, type_2, ability_1, ability_2, ability_3, hp, attack, defense, special attack, special defense, speed, 
Wurmple, Worm Pokémon, ケムッソ, Kemusso, #0265, https://archives.bulbagarden.net/wiki/Category:Wurmple, Bug, None, Shield Dust, None, Run Away, 45, 45, 35, 20, 30, 20, 
Silcoon, Cocoon Pokémon, カラサリス, Karasalis, #0266, https://archives.bulbagarden.net/wiki/Category:Silcoon, Bug, None, Shed Skin, None, None, 50, 35, 55, 25, 25, 15, 
Beautifly, Butterfly Pokémon, アゲハント, Agehunt, #0267, https://archives.bulbagarden.net/wiki/Category:Beautifly, Bug, Flying, Swarm, None, Rivalry, 60, 70, 50, 100, 50, 65, 
Cascoon, Cocoon Pokémon, マユルド, Mayuld, #0268, https://archives.bulbagarden.net/wiki/Category:Cascoon, Bug, None, Shed Skin, None, None, 50, 35, 55, 25, 25, 15, 
Dustox, Poison Moth Pokémon, ドクケイル, Dokucale, #0269, https://archives.bulbagarden.net/wiki/Category:Dustox, Bug, Poison, Shield Dust, None, Compound Eyes, 60, 50, 70, 50, 90, 65, 
Lotad, Water Weed Pokémon, ハスボー, Hassboh, #0270, https://archives.bulbagarden.net/wiki/Category:Lotad, Water, Grass, Swift Swim, Rain Dish, Own Tempo, 40, 30, 30, 40, 50, 30, 
Lombre, Jolly Pokémon, ハスブレロ, Hasubrero, #0271, https://archives.bulbagarden.net/wiki/Category:Lombre, Water, Grass, Swift Swim, Rain Dish, Own Tempo, 60, 50, 50, 60, 70, 50, 
Ludicolo, Carefree Pokémon, ルンパッパ, Runpappa, #0272, https://archives.bulbagarden.net/wiki/Category:Ludicolo, Water, Grass, Swift Swim, Rain Dish, Own Tempo, 80, 70, 70, 90, 100, 70, 
Seedot, Acorn Pokémon, タネボー, Taneboh, #0273, https://archives.bulbagarden.net/wiki/Category:Seedot, Grass, None, Chlorophyll, Early Bird, Pickpocket, 40, 40, 50, 30, 30, 30, 
Nuzleaf, Wily Pokémon, コノハナ, Konohana, #0274, https://archives.bulbagarden.net/wiki/Category:Nuzleaf, Grass, Dark, Chlorophyll, Early Bird, Pickpocket, 70, 70, 40, 60, 40, 60, 
Shiftry, Wicked Pokémon, ダーテング, Dirteng, #0275, https://archives.bulbagarden.net/wiki/Category:Shiftry, Grass, Dark, Chlorophyll, Wind Rider, Pickpocket, 90, 100, 60, 90, 60, 80, 
Taillow,  Pokémon, スバメ, Subame, #0276, https://archives.bulbagarden.net/wiki/Category:Taillow, Normal, Flying, Guts, None, Scrappy, 40, 55, 30, 30, 30, 85, 
Swellow, Swallow Pokémon, オオスバメ, Ohsubame, #0277, https://archives.bulbagarden.net/wiki/Category:Swellow, Normal, Flying, Guts, None, Scrappy, 60, 85, 60, 75, 50, 125, 
Wingull, Seagull Pokémon, キャモメ, Camome, #0278, https://archives.bulbagarden.net/wiki/Category:Wingull, Water, Flying, Keen Eye, Hydration, Rain Dish, 40, 30, 30, 55, 30, 85, 
Pelipper, Water Bird Pokémon, ペリッパー, Pelipper, #0279, https://archives.bulbagarden.net/wiki/Category:Pelipper, Water, Flying, Keen Eye, Drizzle, Rain Dish, 60, 50, 100, 95, 70, 65, 
Ralts, Feeling Pokémon, ラルトス, Ralts, #0280, https://archives.bulbagarden.net/wiki/Category:Ralts, Psychic, Fairy, Synchronize, Trace, Telepathy, 28, 25, 25, 45, 35, 40, 
Kirlia, Emotion Pokémon, キルリア, Kirlia, #0281, https://archives.bulbagarden.net/wiki/Category:Kirlia, Psychic, Fairy, Synchronize, Trace, Telepathy, 38, 35, 35, 65, 55, 50, 
Gardevoir, Embrace Pokémon, サーナイト, Sirnight, #0282, https://archives.bulbagarden.net/wiki/Category:Gardevoir, Psychic, Fairy, Synchronize, Trace, Telepathy, 68, 65, 65, 125, 115, 80, 
Surskit, Pond Skater Pokémon, アメタマ, Ametama, #0283, https://archives.bulbagarden.net/wiki/Category:Surskit, Bug, Water, Swift Swim, None, Rain Dish, 40, 30, 32, 50, 52, 65, 
Masquerain, Eyeball Pokémon, アメモース, Amemoth, #0284, https://archives.bulbagarden.net/wiki/Category:Masquerain, Bug, Flying, Intimidate, None, Unnerve, 70, 60, 62, 100, 82, 80, 
Shroomish, Mushroom Pokémon, キノココ, Kinococo, #0285, https://archives.bulbagarden.net/wiki/Category:Shroomish, Grass, None, Effect Spore, Poison Heal, Quick Feet, 60, 40, 60, 40, 60, 35, 
Breloom, Mushroom Pokémon, キノガッサ, Kinogassa, #0286, https://archives.bulbagarden.net/wiki/Category:Breloom, Grass, Fighting, Effect Spore, Poison Heal, Technician, 60, 130, 80, 60, 60, 70, 
Slakoth, Slacker Pokémon, ナマケロ, Namakero, #0287, https://archives.bulbagarden.net/wiki/Category:Slakoth, Normal, None, Truant, None, None, 60, 60, 60, 35, 35, 30, 
Vigoroth, Wild Monkey Pokémon, ヤルキモノ, Yarukimono, #0288, https://archives.bulbagarden.net/wiki/Category:Vigoroth, Normal, None, Vital Spirit, None, None, 80, 80, 80, 55, 55, 90, 
Slaking, Lazy Pokémon, ケッキング, Kekking, #0289, https://archives.bulbagarden.net/wiki/Category:Slaking, Normal, None, Truant, None, None, 150, 160, 100, 95, 65, 100, 
Nincada, Trainee Pokémon, ツチニン, Tutinin, #0290, https://archives.bulbagarden.net/wiki/Category:Nincada, Bug, Ground, Compound Eyes, None, Run Away, 31, 45, 90, 30, 30, 40, 
Ninjask, Ninja Pokémon, テッカニン, Tekkanin, #0291, https://archives.bulbagarden.net/wiki/Category:Ninjask, Bug, Flying, Speed Boost, None, Infiltrator, 61, 90, 45, 50, 50, 160, 
Shedinja, Shed Pokémon, ヌケニン, Nukenin, #0292, https://archives.bulbagarden.net/wiki/Category:Shedinja, Bug, Ghost, Wonder Guard, None, None, 1, 90, 45, 30, 30, 40, 
Whismur, Whisper Pokémon, ゴニョニョ, Gonyonyo, #0293, https://archives.bulbagarden.net/wiki/Category:Whismur, Normal, None, Soundproof, None, Rattled, 64, 51, 23, 51, 23, 28, 
Loudred, Big Voice Pokémon, ドゴーム, Dogohmb, #0294, https://archives.bulbagarden.net/wiki/Category:Loudred, Normal, None, Soundproof, None, Scrappy, 84, 71, 43, 71, 43, 48, 
Exploud, Loud Noise Pokémon, バクオング, Bakuong, #0295, https://archives.bulbagarden.net/wiki/Category:Exploud, Normal, None, Soundproof, None, Scrappy, 104, 91, 63, 91, 73, 68, 
Makuhita, Guts Pokémon, マクノシタ, Makunoshita, #0296, https://archives.bulbagarden.net/wiki/Category:Makuhita, Fighting, None, Thick Fat, Guts, Sheer Force, 72, 60, 30, 20, 30, 25, 
Hariyama, Arm Thrust Pokémon, ハリテヤマ, Hariteyama, #0297, https://archives.bulbagarden.net/wiki/Category:Hariyama, Fighting, None, Thick Fat, Guts, Sheer Force, 144, 120, 60, 40, 60, 50, 
Azurill, Polka Dot Pokémon, ルリリ, Ruriri, #0298, https://archives.bulbagarden.net/wiki/Category:Azurill, Normal, Fairy, Thick Fat, Huge Power, Sap Sipper, 50, 20, 40, 20, 40, 20, 
Nosepass, Compass Pokémon, ノズパス, Nosepass, #0299, https://archives.bulbagarden.net/wiki/Category:Nosepass, Rock, None, Sturdy, Magnet Pull, Sand Force, 30, 45, 135, 45, 90, 30, 
Skitty, Kitten Pokémon, エネコ, Eneco, #0300, https://archives.bulbagarden.net/wiki/Category:Skitty, Normal, None, Cute Charm, Normalize, Wonder Skin, 50, 45, 45, 35, 35, 50, 
Delcatty, Prim Pokémon, エネコロロ, Enekororo, #0301, https://archives.bulbagarden.net/wiki/Category:Delcatty, Normal, None, Cute Charm, Normalize, Wonder Skin, 70, 65, 65, 55, 55, 90, 
Sableye, Darkness Pokémon, ヤミラミ, Yamirami, #0302, https://archives.bulbagarden.net/wiki/Category:Sableye, Dark, Ghost, Keen Eye, Stall, Prankster, 50, 75, 75, 65, 65, 50, 
Mawile, Deceiver Pokémon, クチート, Kucheat, #0303, https://archives.bulbagarden.net/wiki/Category:Mawile, Steel, Fairy, Hyper Cutter, Intimidate, Sheer Force, 50, 85, 85, 55, 55, 50, 
Aron, Iron Armor Pokémon, ココドラ, Cokodora, #0304, https://archives.bulbagarden.net/wiki/Category:Aron, Steel, Rock, Sturdy, Rock Head, Heavy Metal, 50, 70, 100, 40, 40, 30, 
Lairon, Iron Armor Pokémon, コドラ, Kodora, #0305, https://archives.bulbagarden.net/wiki/Category:Lairon, Steel, Rock, Sturdy, Rock Head, Heavy Metal, 60, 90, 140, 50, 50, 40, 
Aggron, Iron Armor Pokémon, ボスゴドラ, Bossgodora, #0306, https://archives.bulbagarden.net/wiki/Category:Aggron, Steel, Rock, Sturdy, Rock Head, Heavy Metal, 70, 110, 180, 60, 60, 50, 
Meditite, Meditate Pokémon, アサナン, Asanan, #0307, https://archives.bulbagarden.net/wiki/Category:Meditite, Fighting, Psychic, Pure Power, None, Telepathy, 30, 40, 55, 40, 55, 60, 
Medicham, Meditate Pokémon, チャーレム, Charem, #0308, https://archives.bulbagarden.net/wiki/Category:Medicham, Fighting, Psychic, Pure Power, None, Telepathy, 60, 60, 75, 60, 75, 80, 
Electrike, Lightning Pokémon, ラクライ, Rakurai, #0309, https://archives.bulbagarden.net/wiki/Category:Electrike, Electric, None, Static, Lightning Rod, Minus, 40, 45, 40, 65, 40, 65, 
Manectric, Discharge Pokémon, ライボルト, Livolt, #0310, https://archives.bulbagarden.net/wiki/Category:Manectric, Electric, None, Static, Lightning Rod, Minus, 70, 75, 60, 105, 60, 105, 
Plusle, Cheering Pokémon, プラスル, Prasle, #0311, https://archives.bulbagarden.net/wiki/Category:Plusle, Electric, None, Plus, None, Lightning Rod, 60, 50, 40, 85, 75, 95, 
Minun, Cheering Pokémon, マイナン, Minun, #0312, https://archives.bulbagarden.net/wiki/Category:Minun, Electric, None, Minus, None, Volt Absorb, 60, 40, 50, 75, 85, 95, 
Volbeat, Firefly Pokémon, バルビート, Barubeat, #0313, https://archives.bulbagarden.net/wiki/Category:Volbeat, Bug, None, Illuminate, Swarm, Prankster, 65, 73, 75, 47, 85, 85, 
Illumise, Firefly Pokémon, イルミーゼ, Illumise, #0314, https://archives.bulbagarden.net/wiki/Category:Illumise, Bug, None, Oblivious, Tinted Lens, Prankster, 65, 47, 75, 73, 85, 85, 
Roselia, Thorn Pokémon, ロゼリア, Roselia, #0315, https://archives.bulbagarden.net/wiki/Category:Roselia, Grass, Poison, Natural Cure, Poison Point, Leaf Guard, 50, 60, 45, 100, 80, 65, 
Gulpin, Stomach Pokémon, ゴクリン, Gokulin, #0316, https://archives.bulbagarden.net/wiki/Category:Gulpin, Poison, None, Liquid Ooze, Sticky Hold, Gluttony, 70, 43, 53, 43, 53, 40, 
Swalot, Poison Bag Pokémon, マルノーム, Marunoom, #0317, https://archives.bulbagarden.net/wiki/Category:Swalot, Poison, None, Liquid Ooze, Sticky Hold, Gluttony, 100, 73, 83, 73, 83, 55, 
Carvanha, Savage Pokémon, キバニア, Kibanha, #0318, https://archives.bulbagarden.net/wiki/Category:Carvanha, Water, Dark, Rough Skin, None, Speed Boost, 45, 90, 20, 65, 20, 65, 
Sharpedo, Brutal Pokémon, サメハダー, Samehader, #0319, https://archives.bulbagarden.net/wiki/Category:Sharpedo, Water, Dark, Rough Skin, None, Speed Boost, 70, 120, 40, 95, 40, 95, 
Wailmer, Ball Whale Pokémon, ホエルコ, Hoeruko, #0320, https://archives.bulbagarden.net/wiki/Category:Wailmer, Water, None, Water Veil, Oblivious, Pressure, 130, 70, 35, 70, 35, 60, 
Wailord, Float Whale Pokémon, ホエルオー, Whaloh, #0321, https://archives.bulbagarden.net/wiki/Category:Wailord, Water, None, Water Veil, Oblivious, Pressure, 170, 90, 45, 90, 45, 60, 
Numel, Numb Pokémon, ドンメル, Donmel, #0322, https://archives.bulbagarden.net/wiki/Category:Numel, Fire, Ground, Oblivious, Simple, Own Tempo, 60, 60, 40, 65, 45, 35, 
Camerupt, Eruption Pokémon, バクーダ, Bakuuda, #0323, https://archives.bulbagarden.net/wiki/Category:Camerupt, Fire, Ground, Magma Armor, Solid Rock, Anger Point, 70, 100, 70, 105, 75, 40, 
Torkoal, Coal Pokémon, コータス, Cotoise, #0324, https://archives.bulbagarden.net/wiki/Category:Torkoal, Fire, None, White Smoke, Drought, Shell Armor, 70, 85, 140, 85, 70, 20, 
Spoink, Bounce Pokémon, バネブー, Baneboo, #0325, https://archives.bulbagarden.net/wiki/Category:Spoink, Psychic, None, Thick Fat, Own Tempo, Gluttony, 60, 25, 35, 70, 80, 60, 
Grumpig, Manipulate Pokémon, ブーピッグ, Boopig, #0326, https://archives.bulbagarden.net/wiki/Category:Grumpig, Psychic, None, Thick Fat, Own Tempo, Gluttony, 80, 45, 65, 90, 110, 80, 
Spinda, Spot Panda Pokémon, パッチール, Patcheel, #0327, https://archives.bulbagarden.net/wiki/Category:Spinda, Normal, None, Own Tempo, Tangled Feet, Contrary, 60, 60, 60, 60, 60, 60, 
Trapinch, Ant Pit Pokémon, ナックラー, Nuckrar, #0328, https://archives.bulbagarden.net/wiki/Category:Trapinch, Ground, None, Hyper Cutter, Arena Trap, Sheer Force, 45, 100, 45, 45, 45, 10, 
Vibrava, Vibration Pokémon, ビブラーバ, Vibrava, #0329, https://archives.bulbagarden.net/wiki/Category:Vibrava, Ground, Dragon, Levitate, None, None, 50, 70, 50, 50, 50, 70, 
Flygon, Mystic Pokémon, フライゴン, Flygon, #0330, https://archives.bulbagarden.net/wiki/Category:Flygon, Ground, Dragon, Levitate, None, None, 80, 100, 80, 80, 80, 100, 
Cacnea, Cactus Pokémon, サボネア, Sabonea, #0331, https://archives.bulbagarden.net/wiki/Category:Cacnea, Grass, None, Sand Veil, None, Water Absorb, 50, 85, 40, 85, 40, 35, 
Cacturne, Scarecrow Pokémon, ノクタス, Noctus, #0332, https://archives.bulbagarden.net/wiki/Category:Cacturne, Grass, Dark, Sand Veil, None, Water Absorb, 70, 115, 60, 115, 60, 55, 
Swablu, Cotton Bird Pokémon, チルット, Tyltto, #0333, https://archives.bulbagarden.net/wiki/Category:Swablu, Normal, Flying, Natural Cure, None, Cloud Nine, 45, 40, 60, 40, 75, 50, 
Altaria, Humming Pokémon, チルタリス, Tyltalis, #0334, https://archives.bulbagarden.net/wiki/Category:Altaria, Dragon, Flying, Natural Cure, None, Cloud Nine, 75, 70, 90, 70, 105, 80, 
Zangoose, Cat Ferret Pokémon, ザングース, Zangoose, #0335, https://archives.bulbagarden.net/wiki/Category:Zangoose, Normal, None, Immunity, None, Toxic Boost, 73, 115, 60, 60, 60, 90, 
Seviper, Fang Snake Pokémon, ハブネーク, Habunake, #0336, https://archives.bulbagarden.net/wiki/Category:Seviper, Poison, None, Shed Skin, None, Infiltrator, 73, 100, 60, 100, 60, 65, 
Lunatone, Meteorite Pokémon, ルナトーン, Lunatone, #0337, https://archives.bulbagarden.net/wiki/Category:Lunatone, Rock, Psychic, Levitate, None, None, 90, 55, 65, 95, 85, 70, 
Solrock, Meteorite Pokémon, ソルロック, Solrock, #0338, https://archives.bulbagarden.net/wiki/Category:Solrock, Rock, Psychic, Levitate, None, None, 90, 95, 85, 55, 65, 70, 
Barboach, Whiskers Pokémon, ドジョッチ, Dojoach, #0339, https://archives.bulbagarden.net/wiki/Category:Barboach, Water, Ground, Oblivious, Anticipation, Hydration, 50, 48, 43, 46, 41, 60, 
Whiscash, Whiskers Pokémon, ナマズン, Namazun, #0340, https://archives.bulbagarden.net/wiki/Category:Whiscash, Water, Ground, Oblivious, Anticipation, Hydration, 110, 78, 73, 76, 71, 60, 
Corphish, Ruffian Pokémon, ヘイガニ, Heigani, #0341, https://archives.bulbagarden.net/wiki/Category:Corphish, Water, None, Hyper Cutter, Shell Armor, Adaptability, 43, 80, 65, 50, 35, 35, 
Crawdaunt, Rogue Pokémon, シザリガー, Shizariger, #0342, https://archives.bulbagarden.net/wiki/Category:Crawdaunt, Water, Dark, Hyper Cutter, Shell Armor, Adaptability, 63, 120, 85, 90, 55, 55, 
Baltoy, Clay Doll Pokémon, ヤジロン, Yajilon, #0343, https://archives.bulbagarden.net/wiki/Category:Baltoy, Ground, Psychic, Levitate, None, None, 40, 40, 55, 40, 70, 55, 
Claydol, Clay Doll Pokémon, ネンドール, Nendoll, #0344, https://archives.bulbagarden.net/wiki/Category:Claydol, Ground, Psychic, Levitate, None, None, 60, 70, 105, 70, 120, 75, 
Lileep, Sea Lily Pokémon, リリーラ, Lilyla, #0345, https://archives.bulbagarden.net/wiki/Category:Lileep, Rock, Grass, Suction Cups, None, Storm Drain, 66, 41, 77, 61, 87, 23, 
Cradily, Barnacle Pokémon, ユレイドル, Yuradle, #0346, https://archives.bulbagarden.net/wiki/Category:Cradily, Rock, Grass, Suction Cups, None, Storm Drain, 86, 81, 97, 81, 107, 43, 
Anorith, Old Shrimp Pokémon, アノプス, Anopth, #0347, https://archives.bulbagarden.net/wiki/Category:Anorith, Rock, Bug, Battle Armor, None, Swift Swim, 45, 95, 50, 40, 50, 75, 
Armaldo, Plate Pokémon, アーマルド, Armaldo, #0348, https://archives.bulbagarden.net/wiki/Category:Armaldo, Rock, Bug, Battle Armor, None, Swift Swim, 75, 125, 100, 70, 80, 45, 
Feebas, Fish Pokémon, ヒンバス, Hinbass, #0349, https://archives.bulbagarden.net/wiki/Category:Feebas, Water, None, Swift Swim, Oblivious, Adaptability, 20, 15, 20, 10, 55, 80, 
Milotic, Tender Pokémon, ミロカロス, Milokaross, #0350, https://archives.bulbagarden.net/wiki/Category:Milotic, Water, None, Marvel Scale, Competitive, Cute Charm, 95, 60, 79, 100, 125, 81, 
Castform, Weather Pokémon, ポワルン, Powalen, #0351, https://archives.bulbagarden.net/wiki/Category:Castform, Normal, None, Forecast, None, None, 70, 70, 70, 70, 70, 70, 
Kecleon, Color Swap Pokémon, カクレオン, Kakureon, #0352, https://archives.bulbagarden.net/wiki/Category:Kecleon, Normal, None, Color Change, None, Protean, 60, 90, 70, 60, 120, 40, 
Shuppet, Puppet Pokémon, カゲボウズ, Kagebouzu, #0353, https://archives.bulbagarden.net/wiki/Category:Shuppet, Ghost, None, Insomnia, Frisk, Cursed Body, 44, 75, 35, 63, 33, 45, 
Banette, Marionette Pokémon, ジュペッタ, Juppeta, #0354, https://archives.bulbagarden.net/wiki/Category:Banette, Ghost, None, Insomnia, Frisk, Cursed Body, 64, 115, 65, 83, 63, 65, 
Duskull, Requiem Pokémon, ヨマワル, Yomawaru, #0355, https://archives.bulbagarden.net/wiki/Category:Duskull, Ghost, None, Levitate, None, Frisk, 20, 40, 90, 30, 90, 25, 
Dusclops, Beckon Pokémon, サマヨール, Samayouru, #0356, https://archives.bulbagarden.net/wiki/Category:Dusclops, Ghost, None, Pressure, None, Frisk, 40, 70, 130, 60, 130, 25, 
Tropius, Fruit Pokémon, トロピウス, Tropius, #0357, https://archives.bulbagarden.net/wiki/Category:Tropius, Grass, Flying, Chlorophyll, Solar Power, Harvest, 99, 68, 83, 72, 87, 51, 
Chimecho, Wind Chime Pokémon, チリーン, Chirean, #0358, https://archives.bulbagarden.net/wiki/Category:Chimecho, Psychic, None, Levitate, None, None, 75, 50, 80, 95, 90, 65, 
Absol, Disaster Pokémon, アブソル, Absol, #0359, https://archives.bulbagarden.net/wiki/Category:Absol, Dark, None, Pressure, Super Luck, Justified, 65, 130, 60, 75, 60, 75, 
Wynaut, Bright Pokémon, ソーナノ, Sohnano, #0360, https://archives.bulbagarden.net/wiki/Category:Wynaut, Psychic, None, Shadow Tag, None, Telepathy, 95, 23, 48, 23, 48, 23, 
Snorunt, Snow Hat Pokémon, ユキワラシ, Yukiwarashi, #0361, https://archives.bulbagarden.net/wiki/Category:Snorunt, Ice, None, Inner Focus, Ice Body, Moody, 50, 50, 50, 50, 50, 50, 
Glalie, Face Pokémon, オニゴーリ, Onigohri, #0362, https://archives.bulbagarden.net/wiki/Category:Glalie, Ice, None, Inner Focus, Ice Body, Moody, 80, 80, 80, 80, 80, 80, 
Spheal, Clap Pokémon, タマザラシ, Tamazarashi, #0363, https://archives.bulbagarden.net/wiki/Category:Spheal, Ice, Water, Thick Fat, Ice Body, Oblivious, 70, 40, 50, 55, 50, 25, 
Sealeo, Ball Roll Pokémon, トドグラー, Todoggler, #0364, https://archives.bulbagarden.net/wiki/Category:Sealeo, Ice, Water, Thick Fat, Ice Body, Oblivious, 90, 60, 70, 75, 70, 45, 
Walrein, Ice Break Pokémon, トドゼルガ, Todoseruga, #0365, https://archives.bulbagarden.net/wiki/Category:Walrein, Ice, Water, Thick Fat, Ice Body, Oblivious, 110, 80, 90, 95, 90, 65, 
Clamperl, Bivalve Pokémon, パールル, Pearlulu, #0366, https://archives.bulbagarden.net/wiki/Category:Clamperl, Water, None, Shell Armor, None, Rattled, 35, 64, 85, 74, 55, 32, 
Huntail, Deep Sea Pokémon, ハンテール, Huntail, #0367, https://archives.bulbagarden.net/wiki/Category:Huntail, Water, None, Swift Swim, None, Water Veil, 55, 104, 105, 94, 75, 52, 
Gorebyss, South Sea Pokémon, サクラビス, Sakurabyss, #0368, https://archives.bulbagarden.net/wiki/Category:Gorebyss, Water, None, Swift Swim, None, Hydration, 55, 84, 105, 114, 75, 52, 
Relicanth, Longevity Pokémon, ジーランス, Glanth, #0369, https://archives.bulbagarden.net/wiki/Category:Relicanth, Water, Rock, Swift Swim, Rock Head, Sturdy, 100, 90, 130, 45, 65, 55, 
Luvdisc, Rendezvous Pokémon, ラブカス, Lovecus, #0370, https://archives.bulbagarden.net/wiki/Category:Luvdisc, Water, None, Swift Swim, None, Hydration, 43, 30, 55, 40, 65, 97, 
Bagon, Rock Head Pokémon, タツベイ, Tatsubay, #0371, https://archives.bulbagarden.net/wiki/Category:Bagon, Dragon, None, Rock Head, None, Sheer Force, 45, 75, 60, 40, 30, 50, 
Shelgon, Endurance Pokémon, コモルー, Komoruu, #0372, https://archives.bulbagarden.net/wiki/Category:Shelgon, Dragon, None, Rock Head, None, Overcoat, 65, 95, 100, 60, 50, 50, 
Salamence, Dragon Pokémon, ボーマンダ, Bohmander, #0373, https://archives.bulbagarden.net/wiki/Category:Salamence, Dragon, Flying, Intimidate, None, Moxie, 95, 135, 80, 110, 80, 100, 
Beldum, Iron Ball Pokémon, ダンバル, Dumbber, #0374, https://archives.bulbagarden.net/wiki/Category:Beldum, Steel, Psychic, Clear Body, None, Light Metal, 40, 55, 80, 35, 60, 30, 
Metang, Iron Claw Pokémon, メタング, Metang, #0375, https://archives.bulbagarden.net/wiki/Category:Metang, Steel, Psychic, Clear Body, None, Light Metal, 60, 75, 100, 55, 80, 50, 
Metagross, Iron Leg Pokémon, メタグロス, Metagross, #0376, https://archives.bulbagarden.net/wiki/Category:Metagross, Steel, Psychic, Clear Body, None, Light Metal, 80, 135, 130, 95, 90, 70, 
Regirock, Rock Peak Pokémon, レジロック, Regirock, #0377, https://archives.bulbagarden.net/wiki/Category:Regirock, Rock, None, Clear Body, None, Sturdy, 80, 100, 200, 50, 100, 50, 
Regice, Iceberg Pokémon, レジアイス, Regice, #0378, https://archives.bulbagarden.net/wiki/Category:Regice, Ice, None, Clear Body, None, Ice Body, 80, 50, 100, 100, 200, 50, 
Registeel, Iron Pokémon, レジスチル, Registeel, #0379, https://archives.bulbagarden.net/wiki/Category:Registeel, Steel, None, Clear Body, None, Light Metal, 80, 75, 150, 75, 150, 50, 
Latias, Eon Pokémon, ラティアス, Latias, #0380, https://archives.bulbagarden.net/wiki/Category:Latias, Dragon, Psychic, Levitate, None, None, 80, 80, 90, 110, 130, 110, 
Latios, Eon Pokémon, ラティオス, Latios, #0381, https://archives.bulbagarden.net/wiki/Category:Latios, Dragon, Psychic, Levitate, None, None, 80, 90, 80, 130, 110, 110, 
Kyogre, Sea Basin Pokémon, カイオーガ, Kyogre, #0382, https://archives.bulbagarden.net/wiki/Category:Kyogre, Water, None, Drizzle, None, None, 100, 100, 90, 150, 140, 90, 
Groudon, Continent Pokémon, グラードン, Groudon, #0383, https://archives.bulbagarden.net/wiki/Category:Groudon, Ground, None, Drought, None, None, 100, 150, 140, 100, 90, 90, 
Rayquaza, Sky High Pokémon, レックウザ, Rayquaza, #0384, https://archives.bulbagarden.net/wiki/Category:Rayquaza, Dragon, Flying, Air Lock, None, None, 105, 150, 90, 150, 90, 95, 
Jirachi, Wish Pokémon, ジラーチ, Jirachi, #0385, https://archives.bulbagarden.net/wiki/Category:Jirachi, Steel, Psychic, Serene Grace, None, None, 100, 100, 100, 100, 100, 100, 
Deoxys, DNA Pokémon, デオキシス, Deoxys, #0386, https://archives.bulbagarden.net/wiki/Category:Deoxys, Psychic, None, Pressure, None, None, 50, 150, 50, 150, 50, 150, 
Turtwig, Tiny Leaf Pokémon, ナエトル, Naetle, #0387, https://archives.bulbagarden.net/wiki/Category:Turtwig, Grass, None, Overgrow, None, Shell Armor, 55, 68, 64, 45, 55, 31, 
Grotle, Grove Pokémon, ハヤシガメ, Hayashigame, #0388, https://archives.bulbagarden.net/wiki/Category:Grotle, Grass, None, Overgrow, None, Shell Armor, 75, 89, 85, 55, 65, 36, 
Torterra, Continent Pokémon, ドダイトス, Dodaitose, #0389, https://archives.bulbagarden.net/wiki/Category:Torterra, Grass, Ground, Overgrow, None, Shell Armor, 95, 109, 105, 75, 85, 56, 
Chimchar, Chimp Pokémon, ヒコザル, Hikozaru, #0390, https://archives.bulbagarden.net/wiki/Category:Chimchar, Fire, None, Blaze, None, Iron Fist, 44, 58, 44, 58, 44, 61, 
Monferno, Playful Pokémon, モウカザル, Moukazaru, #0391, https://archives.bulbagarden.net/wiki/Category:Monferno, Fire, Fighting, Blaze, None, Iron Fist, 64, 78, 52, 78, 52, 81, 
Infernape, Flame Pokémon, ゴウカザル, Goukazaru, #0392, https://archives.bulbagarden.net/wiki/Category:Infernape, Fire, Fighting, Blaze, None, Iron Fist, 76, 104, 71, 104, 71, 108, 
Piplup, Penguin Pokémon, ポッチャマ, Pochama, #0393, https://archives.bulbagarden.net/wiki/Category:Piplup, Water, None, Torrent, None, Competitive, 53, 51, 53, 61, 56, 40, 
Prinplup, Penguin Pokémon, ポッタイシ, Pottaishi, #0394, https://archives.bulbagarden.net/wiki/Category:Prinplup, Water, None, Torrent, None, Competitive, 64, 66, 68, 81, 76, 50, 
Empoleon, Emperor Pokémon, エンペルト, Emperte, #0395, https://archives.bulbagarden.net/wiki/Category:Empoleon, Water, Steel, Torrent, None, Competitive, 84, 86, 88, 111, 101, 60, 
Starly, Starling Pokémon, ムックル, Mukkuru, #0396, https://archives.bulbagarden.net/wiki/Category:Starly, Normal, Flying, Keen Eye, None, Reckless, 40, 55, 30, 30, 30, 60, 
Staravia, Starling Pokémon, ムクバード, Mukubird, #0397, https://archives.bulbagarden.net/wiki/Category:Staravia, Normal, Flying, Intimidate, None, Reckless, 55, 75, 50, 40, 40, 80, 
Staraptor, Predator Pokémon, ムクホーク, Mukuhawk, #0398, https://archives.bulbagarden.net/wiki/Category:Staraptor, Normal, Flying, Intimidate, None, Reckless, 85, 120, 70, 50, 60, 100, 
Bidoof, Plump Mouse Pokémon, ビッパ, Bippa, #0399, https://archives.bulbagarden.net/wiki/Category:Bidoof, Normal, None, Simple, Unaware, Moody, 59, 45, 40, 35, 40, 31, 
Bibarel, Beaver Pokémon, ビーダル, Beadaru, #0400, https://archives.bulbagarden.net/wiki/Category:Bibarel, Normal, Water, Simple, Unaware, Moody, 79, 85, 60, 55, 60, 71, 
Kricketot, Cricket Pokémon, コロボーシ, Korobohshi, #0401, https://archives.bulbagarden.net/wiki/Category:Kricketot, Bug, None, Shed Skin, None, Run Away, 37, 25, 41, 25, 41, 25, 
