Name, Move
Slowking, Ice Beam
Slowking, Stomp
Slowking, Dig
Slowking, Iron Defense
Slowking, Chilly Reception
Slowking, Metronome
Slowking, Helping Hand
Slowking, Rest
Slowking, Foul Play
Slowking, Icy Wind
Slowking, Shadow Ball
Slowking, Yawn
Slowking, Stored Power
Slowking, Zen Headbutt
Slowking, Whirlpool
Slowking, Endure
Slowking, Sleep Talk
Slowking, Sunny Day
Slowking, Skill Swap
Slowking, Rock Tomb
Slowking, Substitute
Slowking, Expanding Force
Slowking, Trick Room
Slowking, Tera Blast
Slowking, Hyper Beam
Slowking, Weather Ball
Slowking, Block
Slowking, Power Gem
Slowking, Thunder Punch
Slowking, Mud Shot
Slowking, Swagger
Slowking, Rain Dance
Slowking, Blizzard
Slowking, Tackle
Slowking, Waterfall
Slowking, Chilling Water
Slowking, Curse
Misdreavus, Substitute
Misdreavus, Thunder
Misdreavus, Psybeam
Misdreavus, Energy Ball
Misdreavus, Nasty Plot
Misdreavus, Shadow Sneak
Misdreavus, Pain Split
Misdreavus, Trick
Misdreavus, Confusion
Misdreavus, Giga Impact
Misdreavus, Future Sight
Misdreavus, Screech
Misdreavus, Snowscape
Misdreavus, Burning Jealousy
Misdreavus, Growl
Misdreavus, Psychic
Misdreavus, Destiny Bond
Misdreavus, Hex
Misdreavus, Swift
Misdreavus, Imprison
Misdreavus, Trick Room
Misdreavus, Wonder Room
Misdreavus, Tera Blast
Misdreavus, Scary Face
Misdreavus, Confuse Ray
Misdreavus, Hyper Beam
Misdreavus, Psyshock
Misdreavus, Memento
Misdreavus, Draining Kiss
Misdreavus, Calm Mind
Misdreavus, Fake Tears
Misdreavus, Power Gem
Misdreavus, Payback
Misdreavus, Poltergeist
Misdreavus, Dark Pulse
Misdreavus, Helping Hand
Misdreavus, Mean Look
Misdreavus, Foul Play
Misdreavus, Rest
Misdreavus, Icy Wind
Misdreavus, Taunt
Misdreavus, Spite
Misdreavus, Shadow Ball
Misdreavus, Psych Up
Misdreavus, Sucker Punch
Misdreavus, Stored Power
Misdreavus, Psychic Noise
Misdreavus, Rain Dance
Misdreavus, Protect
Misdreavus, Night Shade
Misdreavus, Charge Beam
Misdreavus, Thunderbolt
Misdreavus, Skill Swap
Misdreavus, Endure
Misdreavus, Sleep Talk
Misdreavus, Facade
Misdreavus, Phantom Force
Misdreavus, Thief
Misdreavus, Sunny Day
Misdreavus, Thunder Wave
Misdreavus, Hyper Voice
Misdreavus, Grass Knot
Misdreavus, Curse
Misdreavus, Will-O-Wisp
Misdreavus, Magical Leaf
Misdreavus, Astonish
Misdreavus, Perish Song
Misdreavus, Dazzling Gleam
Misdreavus, Charm
Unown, Hidden Power
Unown,  
Wobbuffet, Encore
Wobbuffet, Tickle
Wobbuffet, Splash
Wobbuffet, Amnesia
Wobbuffet, Mirror Coat
Wobbuffet, Counter
Wobbuffet, Safeguard
Wobbuffet, Destiny Bond
Wobbuffet, Charm
Girafarig, Substitute
Girafarig, Thunder
Girafarig, High Horsepower
Girafarig, Beat Up
Girafarig, Agility
Girafarig, Psybeam
Girafarig, Psychic Terrain
Girafarig, Trailblaze
Girafarig, Energy Ball
Girafarig, Nasty Plot
Girafarig, Double-Edge
Girafarig, Power Swap
Girafarig, Guard Swap
Girafarig, Double Kick
Girafarig, Expanding Force
Girafarig, Trick
Girafarig, Confusion
Girafarig, Giga Impact
Girafarig, Future Sight
Girafarig, Reflect
Girafarig, Growl
Girafarig, Psychic
Girafarig, Crunch
Girafarig, Earthquake
Girafarig, Swift
Girafarig, Imprison
Girafarig, Trick Room
Girafarig, Double Hit
Girafarig, Take Down
Girafarig, Tera Blast
Girafarig, Confuse Ray
Girafarig, Hyper Beam
Girafarig, Stomp
Girafarig, Psyshock
Girafarig, Amnesia
Girafarig, Uproar
Girafarig, Light Screen
Girafarig, Calm Mind
Girafarig, Wish
Girafarig, Helping Hand
Girafarig, Rest
Girafarig, Foul Play
Girafarig, Mean Look
Girafarig, Assurance
Girafarig, Shadow Ball
Girafarig, Gravity
Girafarig, Stomping Tantrum
Girafarig, Ally Switch
Girafarig, Bulldoze
Girafarig, Psych Up
Girafarig, Mirror Coat
Girafarig, Stored Power
Girafarig, Zen Headbutt
Girafarig, Rain Dance
Girafarig, Psychic Noise
Girafarig, Protect
Girafarig, Low Kick
Girafarig, Charge Beam
Girafarig, Thunderbolt
Girafarig, Tackle
Girafarig, Endure
Girafarig, Sleep Talk
Girafarig, Facade
Girafarig, Thief
Girafarig, Sunny Day
Girafarig, Thunder Wave
Girafarig, Hyper Voice
Girafarig, Grass Knot
Girafarig, Twin Beam
Girafarig, Psychic Fangs
Girafarig, Endeavor
Girafarig, Baton Pass
Girafarig, Astonish
Girafarig, Body Slam
Girafarig, Skill Swap
Girafarig, Dazzling Gleam
Pineco, Rock Slide
Pineco, Substitute
Pineco, Sand Tomb
Pineco, Rollout
Pineco, Double-Edge
Pineco, Pain Split
Pineco, Sandstorm
Pineco, Bug Buzz
Pineco, Reflect
Pineco, Reversal
Pineco, Struggle Bug
Pineco, Swift
Pineco, Poison Jab
Pineco, Take Down
Pineco, Tera Blast
Pineco, Dig
Pineco, Venoshock
Pineco, Iron Defense
Pineco, Light Screen
Pineco, Ice Spinner
Pineco, Pounce
Pineco, Payback
Pineco, Helping Hand
Pineco, Solar Beam
Pineco, Rest
Pineco, Pin Missile
Pineco, Bug Bite
Pineco, Giga Drain
Pineco, Rapid Spin
Pineco, Gravity
Pineco, Seed Bomb
Pineco, Bulldoze
Pineco, Self-Destruct
Pineco, Rain Dance
Pineco, Counter
Pineco, Rock Blast
Pineco, Protect
Pineco, Flail
Pineco, Gyro Ball
Pineco, Power Trick
Pineco, Tackle
Pineco, Endure
Pineco, Sleep Talk
Pineco, Facade
Pineco, Sunny Day
Pineco, Drill Run
Pineco, Lunge
Pineco, Curse
Pineco, Explosion
Pineco, Spikes
Pineco, Toxic Spikes
Pineco, Body Slam
Pineco, Rock Tomb
Pineco, Stealth Rock
Forretress, Rock Slide
Forretress, Substitute
Forretress, Sand Tomb
Forretress, Rollout
Forretress, Double-Edge
Forretress, Hard Press
Forretress, Pain Split
Forretress, Sandstorm
Forretress, Giga Impact
Forretress, Bug Buzz
Forretress, Heavy Slam
Forretress, Reflect
Forretress, Body Press
Forretress, Reversal
Forretress, Iron Head
Forretress, Earthquake
Forretress, Struggle Bug
Forretress, Swift
Forretress, Poison Jab
Forretress, Take Down
Forretress, Volt Switch
Forretress, Tera Blast
Forretress, Hyper Beam
Forretress, Dig
Forretress, Venoshock
Forretress, Iron Defense
Forretress, Light Screen
Forretress, Ice Spinner
Forretress, Stone Edge
Forretress, Payback
Forretress, Pounce
Forretress, Helping Hand
Forretress, Solar Beam
Forretress, Rest
Forretress, Pin Missile
Forretress, Bug Bite
Forretress, Giga Drain
Forretress, Metal Sound
Forretress, Rapid Spin
Forretress, Steel Beam
Forretress, Seed Bomb
Forretress, Gravity
Forretress, Bulldoze
Forretress, Magnet Rise
Forretress, Self-Destruct
Forretress, Rain Dance
Forretress, Counter
Forretress, Rock Blast
Forretress, Protect
Forretress, Flail
Forretress, Gyro Ball
Forretress, Power Trick
Forretress, Tackle
Forretress, Endure
Forretress, Sleep Talk
Forretress, Facade
Forretress, Sunny Day
Forretress, Thunder Wave
Forretress, Drill Run
Forretress, Lunge
Forretress, Curse
Forretress, Earth Power
Forretress, Smart Strike
Forretress, Zap Cannon
Forretress, Toxic Spikes
Forretress, Spikes
Forretress, Explosion
Forretress, Body Slam
Forretress, Rock Tomb
Forretress, Flash Cannon
Forretress, Stealth Rock
Dunsparce, Headbutt
Dunsparce, Defense Curl
Dunsparce, Scale Shot
Dunsparce, Earthquake
Dunsparce, Hex
Dunsparce, Uproar
Dunsparce, Ice Spinner
Dunsparce, Calm Mind
Dunsparce, Wild Charge
Dunsparce, Bulldoze
Dunsparce, Facade
Dunsparce, Flamethrower
Dunsparce, Hyper Voice
Dunsparce, Stealth Rock
Dunsparce, Astonish
Dunsparce, Body Slam
Dunsparce, Fire Blast
Dunsparce, Rollout
Dunsparce, Double-Edge
Dunsparce, Coil
Dunsparce, Dragon Rush
Dunsparce, Giga Impact
Dunsparce, Screech
Dunsparce, Poison Tail
Dunsparce, Take Down
Dunsparce, Amnesia
Dunsparce, Bite
Dunsparce, Ancient Power
Dunsparce, Spite
Dunsparce, Psych Up
Dunsparce, Protect
Dunsparce, Air Slash
Dunsparce, Drill Run
Dunsparce, Breaking Swipe
Dunsparce, Rock Slide
Dunsparce, Thunder
Dunsparce, Agility
Dunsparce, Sandstorm
Dunsparce, Ice Beam
Dunsparce, Poison Jab
Dunsparce, Scary Face
Dunsparce, Dig
Dunsparce, Stone Edge
Dunsparce, Pounce
Dunsparce, Helping Hand
Dunsparce, Last Resort
Dunsparce, Rest
Dunsparce, Shadow Ball
Dunsparce, Yawn
Dunsparce, Stored Power
Dunsparce, Zen Headbutt
Dunsparce, Gyro Ball
Dunsparce, Endure
Dunsparce, Sleep Talk
Dunsparce, Sunny Day
Dunsparce, Smart Strike
Dunsparce, Rock Tomb
Dunsparce, Substitute
Dunsparce, Roost
Dunsparce, Skitter Smack
Dunsparce, Pain Split
Dunsparce, Mud-Slap
Dunsparce, Aqua Tail
Dunsparce, Tera Blast
Dunsparce, Hyper Beam
Dunsparce, Mud Shot
Dunsparce, Solar Beam
Dunsparce, Glare
Dunsparce, Stomping Tantrum
Dunsparce, Rain Dance
Dunsparce, Flail
Dunsparce, Blizzard
Dunsparce, Toxic
Dunsparce, Thunderbolt
Dunsparce, Thief
Dunsparce, Lunge
Dunsparce, Chilling Water
Dunsparce, Hyper Drill
Dunsparce, Curse
Dunsparce, Earth Power
Dunsparce, Endeavor
Dunsparce, Baton Pass
Gligar, Harden
Gligar, Metal Claw
Gligar, Aerial Ace
Gligar, Rock Slide
Gligar, Agility
Gligar, Fire Fang
Gligar, Substitute
Gligar, Sand Tomb
Gligar, High Horsepower
Gligar, Double-Edge
Gligar, Skitter Smack
Gligar, Tailwind
Gligar, Brick Break
Gligar, Sandstorm
Gligar, Wing Attack
Gligar, Screech
Gligar, Mud-Slap
Gligar, U-turn
Gligar, Poison Tail
Gligar, Crunch
Gligar, Earthquake
Gligar, Scale Shot
Gligar, Struggle Bug
Gligar, Swords Dance
Gligar, Swift
Gligar, Sludge Bomb
Gligar, Crabhammer
Gligar, Poison Jab
Gligar, Take Down
Gligar, Sand Attack
Gligar, Poison Sting
Gligar, Scary Face
Gligar, Fury Cutter
Gligar, Tera Blast
Gligar, Dual Wingbeat
Gligar, Throat Chop
Gligar, Venoshock
Gligar, Stone Edge
Gligar, Acrobatics
Gligar, Mud Shot
Gligar, Dark Pulse
Gligar, False Swipe
Gligar, Rest
Gligar, Taunt
Gligar, Cross Poison
Gligar, Knock Off
Gligar, Bulldoze
Gligar, Quick Attack
Gligar, Rain Dance
Gligar, Counter
Gligar, Protect
Gligar, Toxic
Gligar, Endure
Gligar, Sleep Talk
Gligar, Facade
Gligar, Ice Fang
Gligar, Thief
Gligar, Slash
Gligar, Sunny Day
Gligar, Baton Pass
Gligar, Lunge
Gligar, Thunder Fang
Gligar, Breaking Swipe
Gligar, Earth Power
Gligar, Night Slash
Gligar, Fling
Gligar, Psychic Fangs
Gligar, Feint
Gligar, Toxic Spikes
Gligar, Spikes
Gligar, Stealth Rock
Gligar, Rock Tomb
Gligar, Gunk Shot
Gligar, X-Scissor
Steelix, Headbutt
Steelix, Fire Fang
Steelix, Defense Curl
Steelix, Heavy Slam
Steelix, Rototiller
Steelix, Crunch
Steelix, Earthquake
Steelix, Secret Power
Steelix, Nature Power
Steelix, Mud Sport
Steelix, Rage
Steelix, Bulldoze
Steelix, Mimic
Steelix, Facade
Steelix, Captivate
Steelix, Rock Climb
Steelix, Torment
Steelix, Thunder Fang
Steelix, Stealth Rock
Steelix, Body Slam
Steelix, High Horsepower
Steelix, Rollout
Steelix, Rock Polish
Steelix, Giga Impact
Steelix, Screech
Steelix, Iron Head
Steelix, Ancient Power
Steelix, Payback
Steelix, Twister
Steelix, Strength
Steelix, Wide Guard
Steelix, Psych Up
Steelix, Rock Blast
Steelix, Protect
Steelix, Attract
Steelix, Meteor Beam
Steelix, Natural Gift
Steelix, Drill Run
Steelix, Roar
Steelix, Breaking Swipe
Steelix, Power Shift
Steelix, Brutal Swing
Steelix, Flash Cannon
Steelix, Rock Slide
Steelix, Sand Tomb
Steelix, Return
Steelix, Sandstorm
Steelix, Body Press
Steelix, Dragon Tail
Steelix, Scary Face
Steelix, Dig
Steelix, Iron Defense
Steelix, Confide
Steelix, Stone Edge
Steelix, Round
Steelix, Steel Roller
Steelix, Rest
Steelix, Taunt
Steelix, Steel Beam
Steelix, Gyro Ball
Steelix, Endure
Steelix, Sleep Talk
Steelix, Cut
Steelix, Dragon Pulse
Steelix, Sunny Day
Steelix, Psychic Fangs
Steelix, Rock Tomb
Steelix, Hidden Power
Steelix, Substitute
Steelix, Mud-Slap
Steelix, Aqua Tail
Steelix, Iron Tail
Steelix, Hyper Beam
Steelix, Dragon Dance
Steelix, Block
Steelix, Dark Pulse
Steelix, Head Smash
Steelix, Double Team
Steelix, Scorching Sands
Steelix, Stomping Tantrum
Steelix, Swagger
Steelix, Self-Destruct
Steelix, Ice Ball
Steelix, Frustration
Steelix, Flail
Steelix, Toxic
Steelix, Ice Fang
Steelix, Rock Smash
Steelix,  
Steelix, Earth Power
Steelix, Explosion
Steelix, Snore
Snubbull, Headbutt
Snubbull, Ice Punch
Snubbull, Fire Fang
Snubbull, Encore
Snubbull, Brick Break
Snubbull, Crunch
Snubbull, Earthquake
Snubbull, Sludge Bomb
Snubbull, Uproar
Snubbull, Fake Tears
Snubbull, Retaliate
Snubbull, Wild Charge
Snubbull, Bulldoze
Snubbull, Mimic
Snubbull, Facade
Snubbull, Flamethrower
Snubbull, Hyper Voice
Snubbull, Lash Out
Snubbull, Thunder Fang
Snubbull, Body Slam
Snubbull, Lick
Snubbull, Fire Blast
Snubbull, Double-Edge
Snubbull, Overheat
Snubbull, Focus Punch
Snubbull, Take Down
Snubbull, Play Rough
Snubbull, Tail Whip
Snubbull, Bite
Snubbull, Water Pulse
Snubbull, Payback
Snubbull, Spite
Snubbull, Protect
Snubbull, Snarl
Snubbull, Super Fang
Snubbull, Thunder Wave
Snubbull, Roar
Snubbull, Fling
Snubbull, Dazzling Gleam
Snubbull, Present
Snubbull, Thunder
Snubbull, Fire Punch
Snubbull, Growl
Snubbull, Reversal
Snubbull, Scary Face
Snubbull, Dig
Snubbull, Metronome
Snubbull, Helping Hand
Snubbull, Last Resort
Snubbull, Rest
Snubbull, Taunt
Snubbull, Shadow Ball
Snubbull, Counter
Snubbull, Low Kick
Snubbull, Temper Flare
Snubbull, Endure
Snubbull, Sleep Talk
Snubbull, Sunny Day
Snubbull, Psychic Fangs
Snubbull, Substitute
Snubbull, Trailblaze
Snubbull, Mud-Slap
Snubbull, Tera Blast
Snubbull, Bulk Up
Snubbull, Thunder Punch
Snubbull, Solar Beam
Snubbull, Stomping Tantrum
Snubbull, Close Combat
Snubbull, Rain Dance
Snubbull, Thunderbolt
Snubbull, Tackle
Snubbull, Ice Fang
Snubbull, Thief
Snubbull, Curse
Snubbull, Endeavor
Snubbull, Snore
Snubbull, Charm
Granbull, Headbutt
Granbull, Ice Punch
Granbull, Fire Fang
Granbull, Encore
Granbull, Brick Break
Granbull, Crunch
Granbull, Earthquake
Granbull, Sludge Bomb
Granbull, Focus Blast
Granbull, Uproar
Granbull, Fake Tears
Granbull, Retaliate
Granbull, Wild Charge
Granbull, Bulldoze
Granbull, Mimic
Granbull, Facade
Granbull, Flamethrower
Granbull, Hyper Voice
Granbull, Lash Out
Granbull, Thunder Fang
Granbull, Body Slam
Granbull, Lick
Granbull, Fire Blast
Granbull, Double-Edge
Granbull, Giga Impact
Granbull, Overheat
Granbull, Focus Punch
Granbull, Take Down
Granbull, Play Rough
Granbull, Tail Whip
Granbull, Bite
Granbull, Water Pulse
Granbull, Payback
Granbull, Spite
Granbull, Protect
Granbull, Snarl
Granbull, Super Fang
Granbull, Thunder Wave
Granbull, Roar
Granbull, Fling
Granbull, Dazzling Gleam
Granbull, Present
Granbull, Rock Slide
Granbull, Thunder
Granbull, Fire Punch
Granbull, Growl
Granbull, Reversal
Granbull, Scary Face
Granbull, Dig
Granbull, Stone Edge
Granbull, Metronome
Granbull, Helping Hand
Granbull, Last Resort
Granbull, Rest
Granbull, Taunt
Granbull, Shadow Ball
Granbull, Counter
Granbull, Low Kick
Granbull, Temper Flare
Granbull, Endure
Granbull, Sleep Talk
Granbull, Sunny Day
Granbull, Psychic Fangs
Granbull, Rock Tomb
Granbull, Substitute
Granbull, Trailblaze
Granbull, Outrage
Granbull, Mud-Slap
Granbull, Tera Blast
Granbull, Hyper Beam
Granbull, Bulk Up
Granbull, Thunder Punch
Granbull, Solar Beam
Granbull, Stomping Tantrum
Granbull, Close Combat
Granbull, Rain Dance
Granbull, Thunderbolt
Granbull, Tackle
Granbull, Ice Fang
Granbull, Thief
Granbull, Curse
Granbull, Low Sweep
Granbull, Endeavor
Granbull, Snore
Granbull, Charm
Qwilfish, Harden
Qwilfish, Substitute
Qwilfish, Agility
Qwilfish, Double-Edge
Qwilfish, Pain Split
Qwilfish, Fell Stinger
Qwilfish, Giga Impact
Qwilfish, Barb Barrage
Qwilfish, Destiny Bond
Qwilfish, Scale Shot
Qwilfish, Poison Tail
Qwilfish, Crunch
Qwilfish, Reversal
Qwilfish, Water Gun
Qwilfish, Hex
Qwilfish, Swift
Qwilfish, Swords Dance
Qwilfish, Aqua Tail
Qwilfish, Ice Beam
Qwilfish, Sludge Bomb
Qwilfish, Poison Jab
Qwilfish, Take Down
Qwilfish, Scary Face
Qwilfish, Poison Sting
Qwilfish, Tera Blast
Qwilfish, Surf
Qwilfish, Aqua Jet
Qwilfish, Throat Chop
Qwilfish, Water Pulse
Qwilfish, Venoshock
Qwilfish, Mud Shot
Qwilfish, Spit Up
Qwilfish, Liquidation
Qwilfish, Acupressure
Qwilfish, Pin Missile
Qwilfish, Rest
Qwilfish, Spite
Qwilfish, Taunt
Qwilfish, Icy Wind
Qwilfish, Flip Turn
Qwilfish, Sludge Wave
Qwilfish, Supersonic
Qwilfish, Shadow Ball
Qwilfish, Hydro Pump
Qwilfish, Self-Destruct
Qwilfish, Bubble Beam
Qwilfish, Rain Dance
Qwilfish, Protect
Qwilfish, Blizzard
Qwilfish, Gyro Ball
Qwilfish, Whirlpool
Qwilfish, Toxic
Qwilfish, Flail
Qwilfish, Acid Spray
Qwilfish, Tackle
Qwilfish, Endure
Qwilfish, Sleep Talk
Qwilfish, Facade
Qwilfish, Waterfall
Qwilfish, Thunder Wave
Qwilfish, Chilling Water
Qwilfish, Minimize
Qwilfish, Haze
Qwilfish, Curse
Qwilfish, Brine
Qwilfish, Toxic Spikes
Qwilfish, Spikes
Qwilfish, Astonish
Qwilfish, Stockpile
Qwilfish, Gunk Shot
Scizor, Substitute
Scizor, Metal Claw
Scizor, Aerial Ace
Scizor, Agility
Scizor, Bullet Punch
Scizor, Skitter Smack
Scizor, Trailblaze
Scizor, Double-Edge
Scizor, Hard Press
Scizor, Tailwind
Scizor, Brick Break
Scizor, Sandstorm
Scizor, Giga Impact
Scizor, Wing Attack
Scizor, Focus Energy
Scizor, Bug Buzz
Scizor, Defog
Scizor, Quick Guard
Scizor, U-turn
Scizor, Reversal
Scizor, Iron Head
Scizor, Struggle Bug
Scizor, Swords Dance
Scizor, Swift
Scizor, Double Hit
Scizor, Take Down
Scizor, Scary Face
Scizor, Tera Blast
Scizor, Dual Wingbeat
Scizor, Fury Cutter
Scizor, Hyper Beam
Scizor, Iron Defense
Scizor, Light Screen
Scizor, Acrobatics
Scizor, Pounce
Scizor, Helping Hand
Scizor, False Swipe
Scizor, Rest
Scizor, Bug Bite
Scizor, Double Team
Scizor, Steel Beam
Scizor, Knock Off
Scizor, Close Combat
Scizor, Quick Attack
Scizor, Rain Dance
Scizor, Counter
Scizor, Protect
Scizor, Endure
Scizor, Sleep Talk
Scizor, Facade
Scizor, Thief
Scizor, Air Slash
Scizor, Slash
Scizor, Sunny Day
Scizor, Vacuum Wave
Scizor, Lunge
Scizor, Curse
Scizor, Leer
Scizor, Night Slash
Scizor, Fling
Scizor, Feint
Scizor, Baton Pass
Scizor, Air Cutter
Scizor, Flash Cannon
Scizor, X-Scissor
Shuckle, Headbutt
Shuckle, Encore
Shuckle, Defense Curl
Shuckle, Constrict
Shuckle, Infestation
Shuckle, Earthquake
Shuckle, Sludge Bomb
Shuckle, Secret Power
Shuckle, Smack Down
Shuckle, String Shot
Shuckle, Bug Bite
Shuckle, Sludge Wave
Shuckle, Bulldoze
Shuckle, Covet
Shuckle, Mimic
Shuckle, Facade
Shuckle, Captivate
Shuckle, Stealth Rock
Shuckle, Body Slam
Shuckle, Withdraw
Shuckle, Bind
Shuckle, Rollout
Shuckle, Rock Polish
Shuckle, Double-Edge
Shuckle, After You
Shuckle, Sweet Scent
Shuckle, Sticky Web
Shuckle, Ancient Power
Shuckle, Strength
Shuckle, Rock Blast
Shuckle, Protect
Shuckle, Attract
Shuckle, Power Split
Shuckle, Meteor Beam
Shuckle, Natural Gift
Shuckle, Flash
Shuckle, Rock Slide
Shuckle, Sand Tomb
Shuckle, Return
Shuckle, Sandstorm
Shuckle, Guard Split
Shuckle, Reversal
Shuckle, Dig
Shuckle, Iron Defense
Shuckle, Confide
Shuckle, Stone Edge
Shuckle, Round
Shuckle, Steel Roller
Shuckle, Helping Hand
Shuckle, Rest
Shuckle, Power Trick
Shuckle, Gyro Ball
Shuckle, Endure
Shuckle, Sleep Talk
Shuckle, Sunny Day
Shuckle, Hidden Power
Shuckle, Rock Tomb
Shuckle, Substitute
Shuckle, Skitter Smack
Shuckle, Final Gambit
Shuckle, Mud-Slap
Shuckle, Struggle Bug
Shuckle, Wrap
Shuckle, Acid
Shuckle, Venoshock
Shuckle, Rock Throw
Shuckle, Mud Shot
Shuckle, Acupressure
Shuckle, Double Team
Shuckle, Knock Off
Shuckle, Gastro Acid
Shuckle, Swagger
Shuckle, Frustration
Shuckle, Safeguard
Shuckle, Toxic
Shuckle, Rock Smash
Shuckle, Shell Smash
Shuckle, Curse
Shuckle, Earth Power
Shuckle, Snore
Shuckle, Bide
Heracross, Rock Slide
Heracross, Substitute
Heracross, Aerial Ace
Heracross, High Horsepower
Heracross, Harden
Heracross, Skitter Smack
Heracross, Trailblaze
Heracross, Double-Edge
Heracross, Brick Break
Heracross, Giga Impact
Heracross, Bug Buzz
Heracross, Bullet Seed
Heracross, Reversal
Heracross, Earthquake
Heracross, Focus Punch
Heracross, Struggle Bug
Heracross, Swords Dance
Heracross, Horn Attack
Heracross, Take Down
Heracross, Tera Blast
Heracross, Seismic Toss
Heracross, Focus Blast
Heracross, Hyper Beam
Heracross, Smack Down
Heracross, Throat Chop
Heracross, Dig
Heracross, Bulk Up
Heracross, Iron Defense
Heracross, Stone Edge
Heracross, Upper Hand
Heracross, Pounce
Heracross, Helping Hand
Heracross, Pin Missile
Heracross, False Swipe
Heracross, Thrash
Heracross, Rest
Heracross, Bug Bite
Heracross, Knock Off
Heracross, Close Combat
Heracross, Bulldoze
Heracross, Counter
Heracross, Rain Dance
Heracross, Rock Blast
Heracross, Arm Thrust
Heracross, Protect
Heracross, Low Kick
Heracross, Flail
Heracross, Megahorn
Heracross, Tackle
Heracross, Endure
Heracross, Sleep Talk
Heracross, Facade
Heracross, Coaching
Heracross, Thief
Heracross, Vacuum Wave
Heracross, Fury Attack
Heracross, Sunny Day
Heracross, Lunge
Heracross, Curse
Heracross, Leer
Heracross, Smart Strike
Heracross, Night Slash
Heracross, Fling
Heracross, Endeavor
Heracross, Feint
Heracross, Spikes
Heracross, Body Slam
Heracross, Rock Tomb
Heracross, Shadow Claw
Sneasel, Substitute
Sneasel, Metal Claw
Sneasel, Beat Up
Sneasel, Aerial Ace
Sneasel, Agility
Sneasel, Ice Punch
Sneasel, Avalanche
Sneasel, Trailblaze
Sneasel, Nasty Plot
Sneasel, Scratch
Sneasel, Brick Break
Sneasel, Ice Shard
Sneasel, Giga Impact
Sneasel, Screech
Sneasel, Snowscape
Sneasel, Reversal
Sneasel, Focus Punch
Sneasel, Swift
Sneasel, Swords Dance
Sneasel, Ice Beam
Sneasel, Double Hit
Sneasel, Poison Jab
Sneasel, Take Down
Sneasel, Scary Face
Sneasel, Tera Blast
Sneasel, X-Scissor
Sneasel, Surf
Sneasel, Bite
Sneasel, Dig
Sneasel, Water Pulse
Sneasel, Triple Axel
Sneasel, Calm Mind
Sneasel, Throat Chop
Sneasel, Fake Tears
Sneasel, Upper Hand
Sneasel, Dark Pulse
Sneasel, Helping Hand
Sneasel, False Swipe
Sneasel, Foul Play
Sneasel, Taunt
Sneasel, Icy Wind
Sneasel, Hone Claws
Sneasel, Rest
Sneasel, Spite
Sneasel, Shadow Ball
Sneasel, Knock Off
Sneasel, Fake Out
Sneasel, Icicle Crash
Sneasel, Quick Attack
Sneasel, Rain Dance
Sneasel, Counter
Sneasel, Protect
Sneasel, Low Kick
Sneasel, Snarl
Sneasel, Blizzard
Sneasel, Endure
Sneasel, Sleep Talk
Sneasel, Facade
Sneasel, Thief
Sneasel, Slash
Sneasel, Sunny Day
Sneasel, Lash Out
Sneasel, Low Sweep
Sneasel, Leer
Sneasel, Fling
Sneasel, Feint
Sneasel, Icicle Spear
Sneasel, Fury Swipes
Sneasel, Shadow Claw
Teddiursa, Rock Slide
Teddiursa, Metal Claw
Teddiursa, Aerial Ace
Teddiursa, Ice Punch
Teddiursa, Substitute
Teddiursa, Avalanche
Teddiursa, Trailblaze
Teddiursa, Double-Edge
Teddiursa, Scratch
Teddiursa, Brick Break
Teddiursa, Fire Punch
Teddiursa, Crunch
Teddiursa, Earthquake
Teddiursa, Focus Punch
Teddiursa, Swift
Teddiursa, Sweet Scent
Teddiursa, Swords Dance
Teddiursa, Take Down
Teddiursa, Play Rough
Teddiursa, Tera Blast
Teddiursa, Seismic Toss
Teddiursa, Fury Cutter
Teddiursa, Smack Down
Teddiursa, Uproar
Teddiursa, Dig
Teddiursa, Bulk Up
Teddiursa, Fake Tears
Teddiursa, Thunder Punch
Teddiursa, Play Nice
Teddiursa, Payback
Teddiursa, Metronome
Teddiursa, Helping Hand
Teddiursa, Rest
Teddiursa, Thrash
Teddiursa, Taunt
Teddiursa, Lick
Teddiursa, Baby-Doll Eyes
Teddiursa, Seed Bomb
Teddiursa, Close Combat
Teddiursa, Bulldoze
Teddiursa, Cross Chop
Teddiursa, Yawn
Teddiursa, Rain Dance
Teddiursa, Counter
Teddiursa, Protect
Teddiursa, Covet
Teddiursa, Low Kick
Teddiursa, Endure
Teddiursa, Sleep Talk
Teddiursa, Facade
Teddiursa, Thief
Teddiursa, Slash
Teddiursa, Sunny Day
Teddiursa, Hyper Voice
Teddiursa, Belly Drum
Teddiursa, Night Slash
Teddiursa, Fling
Teddiursa, Snore
Teddiursa, Body Slam
Teddiursa, Rock Tomb
Teddiursa, Gunk Shot
Teddiursa, Fury Swipes
Teddiursa, Shadow Claw
Teddiursa, Charm
Ursaring, Rock Slide
Ursaring, High Horsepower
Ursaring, Aerial Ace
Ursaring, Metal Claw
Ursaring, Ice Punch
Ursaring, Substitute
Ursaring, Avalanche
Ursaring, Trailblaze
Ursaring, Double-Edge
Ursaring, Scratch
Ursaring, Brick Break
Ursaring, Giga Impact
Ursaring, Fire Punch
Ursaring, Crunch
Ursaring, Earthquake
Ursaring, Focus Punch
Ursaring, Swift
Ursaring, Sweet Scent
Ursaring, Swords Dance
Ursaring, Take Down
Ursaring, Play Rough
Ursaring, Scary Face
Ursaring, Tera Blast
